task_id,episode_cluster_id,flow_episode_id,phase4_split,dependency_group,relative_path,sha256,size_bytes,evidence_present,evidence_storage_type,source_class,document_id,signal_family_id,document_role,evidence_date,issue_date,publication_date,effective_date,expiry_date,geographic_scope,window_type,is_zero_result_capture,is_direct_official,is_update,parent_family_id,reviewer_1,reviewer_2,adjudication_status,notes,review_origin,review_id,evidence_id,reviewer_1_decision,reviewer_2_decision,historical_availability_status,prior_episode_overlap_status,review_action,claim_eligibility_status,onset_date,days_from_onset,active_flow_episode_id,clean_pre_onset_signal,independent_episode_unit
E031_GARD_pre_onset,E031,31,validation,E031,E031/GARD/pre_onset/automated_pending/E031_GARD_pre_onset__search-war-risk/20260914T000405120896Z_r5po83mg/E031_GARD_pre_onset__search-war-risk__document-21e9b063db.pdf,,0,False,metadata_reference_only,GARD,EV-6C2CE69DC9FC,GARD-RED-SEA-CANCELLATION-2024,excluded,2024-02-20,,,2024-02-20,,Indian Ocean / Gulf of Aden / Southern Red Sea,pre_onset,False,False,True,GARD-RED-SEA-CANCELLATION-2024,R1,R2,accepted,Coding note: Exclude from Hormuz-specific signals. Follow-on Red Sea crew-cover terms share the Gard 19/2023 cancellation family. Effective 2024-02-20 at noon GMT. Visible publication 2024-02-15 and metadata 2024-02-16 conflict. Publication and separately unverified issue dates remain blank. Source: PDF pp. 1-3. Original reviewed evidence path is not present in the v1.0.3 local evidence snapshot; retained as a metadata reference only and excluded from direct-evidence eligibility.,Document_Review_human_adjudicated,RV-2F011AC5CE80,EV-6C2CE69DC9FC,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-8.0,,False,E031
E031_GARD_pre_onset,E031,31,validation,E031,E031/GARD/pre_onset/automated_pending/E031_GARD_pre_onset__search-war-risk/20260914T000405120896Z_r5po83mg/E031_GARD_pre_onset__search-war-risk__document-07102edbcb.pdf,,0,False,metadata_reference_only,GARD,EV-4E605B65C075,GARD-RED-SEA-CANCELLATION-2024,excluded,,,,,,Indian Ocean / Gulf of Aden / Southern Red Sea,pre_onset,False,False,True,GARD-RED-SEA-CANCELLATION-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific signals. Voyage-specific Red Sea charterers buyback shares the Gard 19/2023 family. Visible publication 2024-02-18 and metadata 2024-02-19 conflict. No fixed effective date is verified. Blank dates are unknown, not zero. Source: PDF pp. 1-3. Original reviewed evidence path is not present in the v1.0.3 local evidence snapshot; retained as a metadata reference only and excluded from direct-evidence eligibility.",Document_Review_human_adjudicated,RV-DA18241A8EBD,EV-4E605B65C075,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,,,False,E031
E031_GARD_onset,E031,31,validation,E031,E031/GARD/onset/automated_pending/E031_GARD_onset__search-war-risk/20260914T001409183872Z_vtgl37ir/E031_GARD_onset__search-war-risk__document-eaa262e4fd.pdf,,0,False,metadata_reference_only,GARD,EV-839383EC1442,GARD-RED-SEA-INSURANCE-COMMENTARY-2024,methodology,2024-02-28,,2024-02-28,,,Red Sea; wider insurance/legal context,onset,False,False,False,,R1,R2,accepted,Coding note: Wider-region methodology/background only. Displayed publication date 2024-02-28. Red Sea legal/insurance commentary is not a quantified Hormuz premium series or evidence of a new Hormuz cover change. Source: PDF pp. 1-11. Original reviewed evidence path is not present in the v1.0.3 local evidence snapshot; retained as a metadata reference only and excluded from direct-evidence eligibility.,Document_Review_human_adjudicated,RV-BE3C8E2FC4FA,EV-839383EC1442,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,0.0,31.0,False,E031
E031_GARD_pre_onset,E031,31,validation,E031,E031/GARD/pre_onset/automated_pending/E031_GARD_pre_onset__search-Iran/20260914T000047225784Z_sw9z27xj/E031_GARD_pre_onset__search-Iran__document-5839153848.pdf,,0,False,metadata_reference_only,GARD,EV-10BFDAA819E8,GARD-POLAR-COMMENTARY-2024,excluded,,,,,,"Historical case law, not a new Hormuz event",pre_onset,False,False,False,,R1,R2,accepted,"Coding note: Exclude from contemporary incident-warning features. Historical case-law commentary is not a new Hormuz event. Visible publication 2024-02-13 and metadata 2024-02-14 conflict, so publication remains blank. Source: PDF pp. 1-10. Original reviewed evidence path is not present in the v1.0.3 local evidence snapshot; retained as a metadata reference only and excluded from direct-evidence eligibility.",Document_Review_human_adjudicated,RV-79C4A2700C88,EV-10BFDAA819E8,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,,,False,E031
E031_IUA_JWC_LMA_onset,E031,31,validation,E031,E006/IUA_JWC_LMA/onset/automated_pending/E006_IUA_JWC_LMA_onset__page-1/20260914T011051137968Z_c6vu9px4/documents/E006_IUA_JWC_LMA_onset__page-1__document-864b57ce0f.pdf,,0,False,metadata_reference_only,IUA_JWC_LMA,EV-B5D8F0174EBF,JWLA-034,excluded,2026-07-29,2026-07-29,,,,"Regional listed areas, including Persian/Arabian Gulf",onset,False,False,False,,R1,R2,accepted,"Coding note: Exclude from this historical window. Circular JWLA-034 is internally dated 2026-07-29, after the requested dates. The /2025/06/ URL path is not its issue date. Repeated copies are one circular, not independent signals. Historical coverage remains unknown, not zero. Source: PDF p. 1. Original reviewed evidence path is not present in the v1.0.3 local evidence snapshot; retained as a metadata reference only and excluded from direct-evidence eligibility.",Document_Review_human_adjudicated,RV-585CFC4A9CA4,EV-B5D8F0174EBF,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,882.0,51.0,False,E031
E031_IUA_JWC_LMA_pre_onset,E031,31,validation,E031,E006/IUA_JWC_LMA/onset/automated_pending/E006_IUA_JWC_LMA_onset__page-1/20260914T011051137968Z_c6vu9px4/documents/E006_IUA_JWC_LMA_onset__page-1__document-864b57ce0f.pdf,,0,False,metadata_reference_only,IUA_JWC_LMA,EV-B5D8F0174EBF,JWLA-034,excluded,2026-07-29,2026-07-29,,,,"Regional listed areas, including Persian/Arabian Gulf",pre_onset,False,False,False,,R1,R2,accepted,"Coding note: Exclude from this historical window. Circular JWLA-034 is internally dated 2026-07-29, after the requested dates. The /2025/06/ URL path is not its issue date. Repeated copies are one circular, not independent signals. Historical coverage remains unknown, not zero. Source: PDF p. 1. Original reviewed evidence path is not present in the v1.0.3 local evidence snapshot; retained as a metadata reference only and excluded from direct-evidence eligibility.",Document_Review_human_adjudicated,RV-A17D6DF85B3B,EV-B5D8F0174EBF,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,882.0,51.0,False,E031
E031_UKMTO_ADVISORY_pre_onset,E031,31,validation,E031,E031/UKMTO_ADVISORY/pre_onset/20240130 UKMTO ADVISORY INCIDENT  025.pdf,f859ce8b67edf8527845e906bbb330ff137160f05a32f2ee9c3a76f9eb4af876,180079,True,local_original,UKMTO_ADVISORY,EV-01B554B66A53,UKMTO-INCIDENT-025-2024,excluded,2024-01-30,2024-01-30,,,,Yemen,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-01-30 16:50 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-7FB789D8FB8A,EV-01B554B66A53,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-29.0,,False,E031
E031_UKMTO_ADVISORY_pre_onset,E031,31,validation,E031,E031/UKMTO_ADVISORY/pre_onset/20240130 UKMTO ADVISORY INCIDENT 025 UPDATE 001.pdf,ab4ff89bb19dc660be867544dd421002c5aef46210fbf7ac99a6ecaf741dff48,179770,True,local_original,UKMTO_ADVISORY,EV-AA3290EA90A5,UKMTO-INCIDENT-025-2024,excluded,2024-01-30,2024-01-30,,,,Yemen,pre_onset,False,True,True,UKMTO-INCIDENT-025-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-01-30 19:30 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-D8ED2075B2D7,EV-AA3290EA90A5,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-29.0,,False,E031
E031_UKMTO_ADVISORY_onset,E031,31,validation,E031,E031/UKMTO_ADVISORY/onset/20240302-UKMTO ADVISORY SECURITY NOTIFICATION 022045ZMAR2024.pdf,1293d25e018ce4f644a8615ece20f1833a3729964f13f0dc3257968942717d74,203278,True,local_original,UKMTO_ADVISORY,EV-A8EDCF2B6EDA,UKMTO-INCIDENT-043-2024,excluded,2024-03-02,2024-03-02,,,,Somalia,onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Somalia). Explicit issue timestamp: 2024-03-02 21:00 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-3D8E7F305005,EV-A8EDCF2B6EDA,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,3.0,31.0,False,E031
E031_UKMTO_ADVISORY_onset,E031,31,validation,E031,E031/UKMTO_ADVISORY/onset/20240306-ADVISORY INCIDENT 045.pdf,bf3d2fa0705e4e1065a06a557a4ba7d64c86435ae212645c92f4e6dfbf0266ef,301549,True,local_original,UKMTO_ADVISORY,EV-30EFD9FAE366,UKMTO-INCIDENT-045-2024,excluded,2024-03-06,2024-03-06,,,,Yemen / Aden,onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Aden). Explicit issue timestamp: 2024-03-06 02:35 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-BCCFA6CEE1F8,EV-30EFD9FAE366,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,7.0,,False,E031
E031_UKMTO_ADVISORY_pre_onset,E031,31,validation,E031,E031/UKMTO_ADVISORY/pre_onset/20240202 UKMTO ADVISORY 022100ZFEB2024.pdf,c0b87c8996e991d77dcea894a434e71b888528bfc0774f5761a933b4a8b68a09,210159,True,local_original,UKMTO_ADVISORY,EV-9D66DE4305CB,UKMTO-SECURITY-NOTIFICATION-2024-02-02,excluded,2024-02-02,2024-02-02,,,,Yemen,pre_onset,False,True,False,,R1,R2,accepted,"Coding note: Unnumbered security notification. Family ID is a derived date-based tracking key, not an official incident number. Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-02-02 22:00 UTC. Source states 72-hour validity. Absolute expiry is left blank because its start timestamp needs interpretation. Source: PDF p. 1.",Document_Review_human_adjudicated,RV-4FE7F52BD82E,EV-9D66DE4305CB,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-26.0,,False,E031
E031_UKMTO_ADVISORY_pre_onset,E031,31,validation,E031,E031/UKMTO_ADVISORY/pre_onset/20240221 UKMTO ADVISORY 210035ZFEB2024.pdf,03ccda74035f94f02020714771913590967c9b146f22747f4b2afe89d884cbde,212906,True,local_original,UKMTO_ADVISORY,EV-FB4B9EDC4D0E,UKMTO-SECURITY-NOTIFICATION-2024-02-21,excluded,2024-02-21,2024-02-21,,,,Yemen,pre_onset,False,True,False,,R1,R2,accepted,"Coding note: Unnumbered security notification. Family ID is a derived date-based tracking key, not an official incident number. Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-02-21 02:50 UTC. Source states 72-hour validity. Absolute expiry is left blank because its start timestamp needs interpretation. Source: PDF p. 1.",Document_Review_human_adjudicated,RV-BAB90C0C716E,EV-FB4B9EDC4D0E,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-7.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240129 UKMTO WARNING INCIDENT 024.pdf,744bbc3e89ec7f967aaab4253e85f495787c916bac77a2abaccf39391db81e54,267475,True,local_original,UKMTO_WARNING,EV-7313D2C30AA6,UKMTO-INCIDENT-024-2024,excluded,2024-01-29,2024-01-29,,,,Yemen / Mukha,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-01-29 17:00 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-43C1723C8CAB,EV-7313D2C30AA6,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-30.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240201 UKMTO WARNING INCIDENT 026.pdf,de5816b417d3c3c97b67050b318d529d0f1a3fddce08bc8f77cca4853b1fe388,259363,True,local_original,UKMTO_WARNING,EV-4D7DEAC1291F,UKMTO-INCIDENT-026-2024,excluded,2024-02-01,2024-02-01,,,,Yemen,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-02-01 10:05 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-8AC73246006C,EV-4D7DEAC1291F,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-27.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240201 UKMTO WARNING INCIDENT 026 UPDATE 001.pdf,87f4d78d1aeea118381c2cf32946b725c64272dc297dc0173e71d4db0514a0f4,262826,True,local_original,UKMTO_WARNING,EV-B36B139D33E3,UKMTO-INCIDENT-026-2024,excluded,2024-02-01,2024-02-01,,,,Yemen,pre_onset,False,True,True,UKMTO-INCIDENT-026-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-02-01 11:10 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-46E924871C5D,EV-B36B139D33E3,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-27.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240201 UKMTO WARNING INCIDENT 027.pdf,aa449eb7037a616d8afd655a95c7b576d9bb4b3a704243622749e032fd8d4e19,259238,True,local_original,UKMTO_WARNING,EV-04E2B178ED7E,UKMTO-INCIDENT-027-2024,excluded,2024-02-06,2024-02-06,,,,Yemen,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-02-06 02:00 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-A847035D1CC3,EV-04E2B178ED7E,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-22.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240201 UKMTO WARNING INCIDENT 027 Update 001.pdf,4a54f9bcf28df2a9c27a8dc720894795b963b6c4b0e83c4d8d25ec8a2ae58907,267251,True,local_original,UKMTO_WARNING,EV-BB8DA7C8802F,UKMTO-INCIDENT-027-2024,excluded,2024-02-06,2024-02-06,,,,Yemen,pre_onset,False,True,True,UKMTO-INCIDENT-027-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen). Explicit issue timestamp: 2024-02-06 03:35 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-F3E79B58013E,EV-BB8DA7C8802F,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-22.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240206-UKMTO WARNING INCIDENT 028 (1).pdf,306779270fa936341ed909b3b5e7ad0db7656435b04dcfb8dcfe3a2cd254678f,260135,True,local_original,UKMTO_WARNING,EV-34AF4C8BA77B,UKMTO-INCIDENT-028-2024,excluded,2024-02-06,2024-02-06,,,,Yemen / Aden,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Aden). Explicit issue timestamp: 2024-02-06 11:15 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-E0E0FD6E1B8C,EV-34AF4C8BA77B,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-22.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240206 UKMTO WARNING INCIDENT 028 UPDATE 01.pdf,0736ccb9eb2da63c7eaeec932c30732eca01e81ddc6b3ee85ab519c7fc5c1ee7,258715,True,local_original,UKMTO_WARNING,EV-0EEFEB23B750,UKMTO-INCIDENT-028-2024,excluded,2024-02-06,2024-02-06,,,,Yemen / Aden,pre_onset,False,True,True,UKMTO-INCIDENT-028-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Aden). Explicit issue timestamp: 2024-02-06 12:05 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-702CB736DE69,EV-0EEFEB23B750,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-22.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240212 UKMTO WARNING INCIDENT FLASH 029 ATTACK.pdf,95151b73903e3275c49e3fd1d8689f044ad64fc880b2ef08322d6bd703bac562,260245,True,local_original,UKMTO_WARNING,EV-973ECF78FF14,UKMTO-INCIDENT-029-2024,excluded,2024-02-12,2024-02-12,,,,Yemen / Mukha,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-12 01:02 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-C05624C7F774,EV-973ECF78FF14,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-16.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240212 UKMTO WARNING INCIDENT 029  ATTACK UPDATE 001.pdf,40f616b6640f842d7fed562ab4c857a7798684b5fa80fbe1bd87a1a073397e73,262026,True,local_original,UKMTO_WARNING,EV-3C4318B234B4,UKMTO-INCIDENT-029-2024,excluded,2024-02-12,2024-02-12,,,,Yemen / Mukha,pre_onset,False,True,True,UKMTO-INCIDENT-029-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-12 04:05 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-05E21F0DB85E,EV-3C4318B234B4,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-16.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240212 UKMTO WARNING INCIDENT 029  ATTACK UPDATE 002.pdf,7080d8950a1b63376f5357f8ace9d0a2ef13ddee6ae850c1ef004b88b1ac9cc2,262954,True,local_original,UKMTO_WARNING,EV-B899F958D0A5,UKMTO-INCIDENT-029-2024,excluded,2024-02-12,2024-02-12,,,,Yemen / Mukha,pre_onset,False,True,True,UKMTO-INCIDENT-029-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-12 07:55 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-F9B8FE86F673,EV-B899F958D0A5,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-16.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240215 UKMTO WARNING INCIDENT 30.pdf,c7510c5f19a3c3235232c33c81875c88c416b8f2aeb9240adaa5419d689fde01,227348,True,local_original,UKMTO_WARNING,EV-D0FA72BFAEA9,UKMTO-INCIDENT-030-2024,excluded,2024-02-15,2024-02-15,,,,Yemen / Aden,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Aden). Explicit issue timestamp: 2024-02-15 14:00 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-40C0831265F8,EV-D0FA72BFAEA9,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-13.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240215 UKMTO WARNING INCIDENT 30 UPDATE 001.pdf,627c3291e0ce80f21307639bff667e698d7267e56d0158cf8641fe41cdc441dd,230109,True,local_original,UKMTO_WARNING,EV-4431A7C30960,UKMTO-INCIDENT-030-2024,excluded,2024-02-15,2024-02-15,,,,Yemen / Aden,pre_onset,False,True,True,UKMTO-INCIDENT-030-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Aden). Explicit issue timestamp: 2024-02-15 14:30 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-F9B6C59B1F62,EV-4431A7C30960,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-13.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240216UKMTO WARNING INCIDENT 031docx.pdf,e5e61dce228992009351c5d2e275e2ae69479e39308ce7d1d4f0f29595eb73b6,258970,True,local_original,UKMTO_WARNING,EV-CB309B8132C5,UKMTO-INCIDENT-031-2024,excluded,2024-02-16,2024-02-16,,,,Yemen / Mukha,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-16 13:50 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-B0CF65E236E8,EV-CB309B8132C5,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-12.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240216-UKMTO WARNING INCIDENT 031 Update 001.pdf,d24ee0fb11f8ef5168e3e207e4cc3169ad42aaab591f515cbf2f039675dbf954,262508,True,local_original,UKMTO_WARNING,EV-CA946F60617E,UKMTO-INCIDENT-031-2024,excluded,2024-02-16,2024-02-16,,,,Yemen / Mukha,pre_onset,False,True,True,UKMTO-INCIDENT-031-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-16 13:50 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-B52A14B7725C,EV-CA946F60617E,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-12.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240218 UKMTO WARNING INCIDENT 032.pdf,be5faeb4a77af0feac58164326ac55aa7c93de2ad7351a03c9a1002c98621eff,230104,True,local_original,UKMTO_WARNING,EV-1E0A25D0830A,UKMTO-INCIDENT-032-2024,excluded,2024-02-18,2024-02-18,,,,Yemen / Mukha,pre_onset,False,True,False,,R1,R2,accepted,Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-18 20:45 UTC.  Source: PDF p. 1.,Document_Review_human_adjudicated,RV-85F8EDADE6F1,EV-1E0A25D0830A,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-10.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240218 UKMTO WARNING INCIDENT 032 UPDATE 001.pdf,008a2f6ec124395e054a075cd13fcbc17aab3cb88c563e11fb0c32ce384eaa11,231464,True,local_original,UKMTO_WARNING,EV-4D75D9F98DB5,UKMTO-INCIDENT-032-2024,excluded,2024-02-18,2024-02-18,,,,Yemen / Mukha,pre_onset,False,True,True,UKMTO-INCIDENT-032-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-18 21:29 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-9D1C726C7C47,EV-4D75D9F98DB5,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-10.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240219 UKMTO WARNING INCIDENT 032 UPDATE 002.pdf,43114940f072d48acced72207eb41a3e19e69d4735e190644422b569721f315d,231763,True,local_original,UKMTO_WARNING,EV-8E09CA44A6E0,UKMTO-INCIDENT-032-2024,excluded,2024-02-19,2024-02-19,,,,Yemen / Mukha,pre_onset,False,True,True,UKMTO-INCIDENT-032-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-19 01:10 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-A98082097223,EV-8E09CA44A6E0,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-9.0,,False,E031
E031_UKMTO_WARNING_pre_onset,E031,31,validation,E031,E031/UKMTO_WARNING/pre_onset/20240219 UKMTO WARNING 032 UPDATE 003.pdf,0e342fe37d996d67f66275967d4ad890a6633f3f75ccb46550e6794ecb4cce8c,232797,True,local_original,UKMTO_WARNING,EV-3F0F90934B56,UKMTO-INCIDENT-032-2024,excluded,2024-02-19,2024-02-19,,,,Yemen / Mukha,pre_onset,False,True,True,UKMTO-INCIDENT-032-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-02-19 01:57 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-092E6656620C,EV-3F0F90934B56,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,-9.0,,False,E031
E031_UKMTO_WARNING_onset,E031,31,validation,E031,E031/UKMTO_WARNING/onset/20240302 UKMTO WARNING INCIDENT 032 UPDATE 004 (1).pdf,fec1d46f20345eafc7f34ecadeddef92cc387ea68fbfa976610212c766ec5a31,268797,True,local_original,UKMTO_WARNING,EV-42B183112FE9,UKMTO-INCIDENT-032-2024,excluded,2024-03-02,2024-03-02,,,,Yemen / Mukha,onset,False,True,True,UKMTO-INCIDENT-032-2024,R1,R2,accepted,"Coding note: Exclude from Hormuz-specific incident-warning features because the reported location is outside the target region (Yemen / Mukha). Explicit issue timestamp: 2024-03-02 11:35 UTC. Retain this update issuance date, not the original incident date.  Source: PDF p. 1.",Document_Review_human_adjudicated,RV-17AA4281AAA2,EV-42B183112FE9,agree,agree,not_applicable,not_applicable,Review complete,not_applicable,2024-02-28,3.0,31.0,False,E031
